texto;sentimento
Mentira rebentei o macarrão todo :(;Negativo
pq é sempre taaaaao ruim dizer tchau? mds :(;Negativo
até que durou - Péricles :(;Negativo
@GranSumire ninguém ve aquilo lá :(;Negativo
to tão feliz q saí pulando e agr meu pé torcido ta doendo :(;Negativo
@_raffh mano que saudade meudeus, to com mt sdd rafa :( ??????;Negativo
ela é tão linda né :(;Negativo
Eu te amo tanto. :( https://t.co/SORoMbu1Al;Negativo
@victoraltenrath tão novinho e já tá todo fodido assim :(;Negativo
@paranoicarol ai poxa :( mas ja descobriu o motivo :(;Negativo
bar :-( : d5698bf0-59e3-4b3d-9e3e-c073c4c7a1d9;Negativo
????? avisos: ???? se flopar eu vou apagar ???? nao tem atualização fixa ???? todos têm twitter ???? salve o tweet pra não perder atualização ???? link na bio e nas respostas do fixado ???? horário e data não importam ???? não desistam de mim :(;Negativo
@manuboaventura1 realmente :(;Negativo
EU MESMO :( https://t.co/t4iNlbrH1P;Negativo
@lustsweet eu tb :(;Negativo
meu cerebro eh mto esquisito cara q saco :((((( eu tava de boa agr n to mais td hora fica mudandooooOOOO;Negativo
GODDDDDDD tou tão aborrecida porque é que vocês vão dormir a meio das conversas? :(;Negativo
Chega tô chorando de sdds do meu pequeno :(;Negativo
Acho que o jogo me deu de presente porque adeus férias :(;Negativo
@_lucs46 so da mae, meu pai n acha :(;Negativo
Roubaram o meu chapéu :((;Negativo
que saudades tho :(;Negativo
@ElKabritwo @UbisoftBrasil lá a galera joga mais no pc sim :( cê joga no ps4?;Negativo
O último sinal de vida que a Taylor deu foi há dois dias e ela não apareceu nos #VMAs . Jurei que nunca mais seria Alice,fui Alice. Jurava que ela ia lançar single novo hoje,mas não foi dessa vez :(;Negativo
qria ter alguém p conversar agora :(;Negativo
@AlmeidaNetox Simmmm :( mexeu com meu core romantico isso nao se faz;Negativo
caralho :(;Negativo
@pfvr_dieniOss Eu sei :((;Negativo
@giovannamsouza2 O que tá havendo anjo? Você só postou coisas tristes :(;Negativo
as menções e nem tweets citados estão aparecendo pra mim, peço desculpa caso eu tenha ignorado alguém, não é por mal :( só aparece quando eu vejo na tl e QUANDO eu vejo pq a tl atualiza todo segundo, te odeio por jogar minhas mentions embaixo do tapete, twitter;Negativo
boa noite, amor. durma bem e tenha bons sonhos. espero que você tenha uma noite muito boa, te amo muito ? — vai ser impossível não ter bons sonhos depois disso. te amo meu anjinho, dorme bem :( ?? https://t.co/JFbZPOtu9p;Negativo
Amanhã ir pra aula :((;Negativo
Tô muito triste com tanta merda que a Nicki tá bostejando só por medo de perder o #1 para Cardi :(;Negativo
@zhengpoems fica carinho mesmo... :(;Negativo
@Bzevedo @xixa_da2 nem me fala......... terça é o pior dia :(;Negativo
Pensei que ia rolar um prêmio pro Lil Pump no #VMAs? ?to bem triste :(;Negativo
minha irmã quebrou meu copo da pequena sereia :(;Negativo
eu te entendo anjo :( eu quero muito ter amiga mas acabo afastando e desistindo porque sempre penso que sou uma chata sem graça e to incomodando https://t.co/bFAVw7n8XB;Negativo
@G97KJ psiu fica bem :(;Negativo
@gabri__eu Deixa eu ouvir :(;Negativo
@CeRiLLo_mx @PoscastBeta @Radclift heheh creo que no :(;Negativo
Essa semana vai fazer um ano que perdi minha vo e que a outra começou q internar no hospital com frequência... :( Inclusive sábado foi de novo. A vida tem dessas coisas, elas acontecem e não é só com a gente;Negativo
meu bb fez 26 anos queria tanto te abraçar :( https://t.co/fenXHWDTN0;Negativo
É isso que a gente recebe por mostrar a banda pra todos os amigos e semi amigos :(;Negativo
que saudade da selena gomez no vma :(;Negativo
assisti o filme Cargo, mano mds q filme mais triste puta merda :(;Negativo
sinto sua falta :( https://t.co/H2euEP5YCq;Negativo
@pq_quis Eu não posso lutar agora por que tô com o pulso zoado :(;Negativo
@Th3D4rkness êta caraio :(;Negativo
Sem idéias :( https://t.co/KGYsyzeSbO;Negativo
@Natalialt Te vi esses dias mas estava no ônibus indo pra faculdade :( morrendo de saudades amore ? você é linda;Negativo
Perdemos o casal nhanhar :( #AIndomadaNoVIVA;Negativo
Socorro ela ta sendo muito fofa comigo :(;Negativo
Laura ta me trocando por um filme :(((((;Negativo
está um gatinho a miar mesmo em frente ao meu prédio :(;Negativo
@Heloisavargas72 1- muito bonita e simpática 2- 10 3- você é inclivel cala kkkkjkkkkkk SÉRIO af obrigada por tudinho!! to com muitas sdds :(;Negativo
@lekripka puts, mas pelo menos a qualidade do transporte em ônibus deve ser bem melhor que aqui né :( no quesito estradas e conforto, principalmente... o que me fode a cabeça é que a gente não tem nem opção, e a demora nas nossas viagens aqui só deixa tud;Negativo
Queria um suggar daddy :(;Negativo
@biavieirag Não tenho ainda :( to lendo ele por pdf pq infelizmente livro tá caro skksks e eu ainda não li esse mas parece ser mto bom;Negativo
porra to malzão :(;Negativo
ai eu te amo tanto :(;Negativo
Se você encontrasse um gênio da lâmpada, quais seriam seus 3 desejos? — Cuéllar não sair do Flamengo, Rodinei ir tomar no CU longe do Flamengo e minha doce liderança :( https://t.co/XO26zhz5qE;Negativo
Só queria um hambúrguer do BK pra dormir feliz :(;Negativo
tao vendendo o meu numero e eu nao tava sabendo disso :( https://t.co/vhAzeSEyhd;Negativo
@915FL @H97JS Isso aí, a gente divide. :(;Negativo
eu nem comecei o trabalho :(;Negativo
chega a doer ver fotos British Columbia cheia de fumaça nos céus, muito triste imaginar um estado inteiro em chamas :(;Negativo
@evesilvier @igorrealequatro @f Mas a gente nunca namorou firme msm af ele deve ser novo ainda :(;Negativo
ah mano eu jurei q tinha sido o primeiro :( https://t.co/RIMSrQXPrY;Negativo
Tive nem tempo de ver os baloezinhos ontem no meu perfil :(;Negativo
@tainxra Aff não to assistindo :( mas que hino de banda hein;Negativo
Tem aniversário amanhã da minha chefe maravilhosaaaa mas não vou participar :(;Negativo
o céu tá fazendo vários aspectos daoras com meu mapa vênus em libra aí me enaltecendo e ta todo mundo vacilando comigo pra eu aproveitar esse momento como se deve :(;Negativo
vma sem selena não é vma :( #VMAs;Negativo
vc não puxa papo comigo pq me odeia de verdade, ou finge que me odeia e só não quer falar comigo? — Ué :( Quem é vc anon? https://t.co/VNQkT4e4Cd;Negativo
@gravitycim pois eh more tenho dinheiro nem pro passe do ônibus mais :(;Negativo
@puppiebyun meu deus nene :( toma aqueles shakes cheio de vitamina pelo amor de deus :(;Negativo
@clssorc @darksideoflena tb to anjo :(;Negativo
é interessante quando vc esta feliz e contente, e com um olhar pra aquela pessoa fica tudo triste e azeitona :(;Negativo
Aí aí :(;Negativo
Até a Delta que tem um total de dois fãs lançou algo pra comemorar uma década de carreira. Entendendo que é um momento distinto, mas certas coisas merecem seu valor :(;Negativo
queria muito contar alguma coisa cômica pra ele até ele se contorcer de tanto rir e jogar a cabeça p trás exatamente assimm’ :(((( ?????????????????????????????? https://t.co/Sfmf7w8d3n;Negativo
O olho dela BRILHOU i cant :( https://t.co/EbNSZ4COJZ;Negativo
Queria que fosse a Gaga ali com Aerosmith :( #vmas;Negativo
@O9YUNE eu quero :(;Negativo
Confesso q tenho uma queda por vc rs — Que merda se tá fazendo com sua vida :( https://t.co/SjU3Ofnval;Negativo
ele tá realizando o anjo dele :(;Negativo
eu me sinto culpada por n ter votado nenhum dia na camila, mas tenho q estudar :( e aaaa to feliz e nto orgulhosa por els ter ganhado;Negativo
@saIdanha aff mas eu não tenho :((( vou pegar uma revista avon aqui rapidinho;Negativo
@gongchanwoo eu também queria muito ir mas precisaria de dinheiro pra passagem, hospedagem e pro ingresso, fica muito caro :((;Negativo
@Nicesevillaa Que paso linda ? :(;Negativo
Necesito mimos :(;Negativo
@etc_xande Kkkkk queria :(;Negativo
@VictorAPO_ eu nem sei quem foi mas é tao triste q os icones do pop sumiram todos quase que juntos :(;Negativo
@MatheusGrando7 mae porque a senhora tá falando que eu sou adotada :( kkkkkkkkkkkkkkk;Negativo
@Lucasmarcal Não tá fácil :( Cada dia uma vitória;Negativo
EU ME DAN BOLA? :( https://t.co/RhUyEamkwE;Negativo
@north_farias Turma da memica :(;Negativo
meu bebe merece tanto :(;Negativo
@oiunicorn @mafiabrahaos HAHHAHAHAHA morta de sdds :((;Negativo
@brunomarzs chorar e implorar bem bonitinha pra ele :( EU QUERO MEU DEUS yoongi porque tu me MATOU..... queria tanto chupar ele no genius lab..... eh meu cenário fav envolvendo yoongi ???;Negativo
Alguém te magoou recentemente? — todo dia alguém grita comigo e isso me magoa :( https://t.co/9r3ERKTcNM;Negativo
Queria alguém pra me dizer se o planejamento de trust ficou bom, mas minhas friends não querem spoiler socorro :(;Negativo
eu vou explodir de tanto amor por você :(( não faz esforço nenhum pra ser tão precioso e o amor da minha vida olha se eu tiver um ataque cardíaco vai ser sua culpa ok pARA DE SER ASSIM vai me deixar seca de tanto me fazer chorar te amo https://t.co/aLMqTMGxWR;Negativo
Naunsa mo tnc :(;Negativo
@Emonuelvis @opaduda2 afe &gt;:( ele nn que continua a musiquinha cmg po;Negativo
Eu to muito triste :(;Negativo
vo dormir nd, tem q secar o cabelo ainda :(;Negativo
Sonho em ter pelo menos um desses albuns mds eu sou a orbit mais triste do loonaverso :(((( https://t.co/jmylu1lYdG;Negativo
KKKKKKK você já tava preferindo a elsa :( https://t.co/8Cgc1y3ZKz;Negativo
@hey_mika As pessoas esquecem que você e a Carol também tem família, vida pessoal e também precisam dormir e comer, além de se divertirem também. :(;Negativo
como foi seu dia hoje? — Foi ruim :( chuva estragou https://t.co/67wS9nnKgN;Negativo
@batathais Agora eu não consigo :(;Negativo
@LaraAlencar08 Tô deitadinho :( eu entrei no ts ontem mas vcs mudaram a senha ;(;Negativo
@arthuraloh Ulé com altas hoje :((((;Negativo
Iti mi deuso mamãe :((( https://t.co/lB9rPXzrMQ;Negativo
@_fedhr_ @BTS_twt Vete a la kk fedra&gt;:( @BTS_twt;Negativo
vai ter o show do jao aqui e eu queria tanto ir :(;Negativo
o gatinho da minha bio ta muito fofo eu vou explodir de amor :(((;Negativo
@infernoza ai amiga dsclp :( veja como admiração e não inveja;Negativo
alguma boa alma teria um celular antigo para me emprestar? :(;Negativo
queria tatuar essa foto na minha testa :( https://t.co/D4UBo8YfC4;Negativo
eu amo meus filhos :(;Negativo
saudade do meu falecido filho bolinho :( https://t.co/BJb3EjQU5h;Negativo
@greenishblackk eita miga quer falar sobre?? :((;Negativo
@DWD998 que amorzinho :(;Negativo
@falatubeta sdds pessoal da praia :((((;Negativo
É cada insegurança que sentimos Okay que, não está nada muito claro sobre a minha relação com ele, se é que temos, não sei :(;Negativo
@victorvs_ n briga :( e me traz um chá que eu to mal rs;Negativo
vinha todo dia no seu tt pra ver se postou :( — kkkkk que mentira https://t.co/x0XsPX1e1I;Negativo
@fljunqs Bem que eu queria ir com vocês pô :(;Negativo
sempre tenho vergonha de responder ou conversar com as pessoas aqui, então ou eu não falo nada ou eu falo e depois apago rapidamente :(;Negativo
Queria dormir agarrada hoje :((;Negativo
Eu tento interagir com meus seguimores só q a maioria nem fala cmg :((( triste, falem cmg aaaa :(( https://t.co/x3nEHJeUIp;Negativo
@dinizis @bookseater Hahahakakakal vc né diniz, eu estava bem tranquilo lá, queria ter te visto :(((;Negativo
@httpmadu 1- q vc era um amorrr 2- 6 3- você é muito linda caraaaa fiquei impressionada qnd te conheci!!! to c sdds e voce me abandona :(;Negativo
que difícil vai ser dormir sem ela :(;Negativo
poxa :(;Negativo
@Lue17997 Nada :(;Negativo
Skyler na voz eae :( — Opa bebê https://t.co/Srv3i5J5U6;Negativo
@caahstylinson Sim :( mas espera o álbum sair o #1 vem;Negativo
eu amo a leticia e a mente brilhante dela :((;Negativo
Que lindo que era :( https://t.co/BX6fcQ573l;Negativo
tagos :(( https://t.co/x7f6kvfFCz;Negativo
Sorry x no contestar :( https://t.co/SJPtcVrWiX;Negativo
era witness tá acabando :(;Negativo
@hqmmels tomara que ele apareça logo :(;Negativo
Meu bebê não vai levar nenhum prêmio hoje :( Mas meu amor você merece muito mais que o mundo, nunca esqueça disso. #VMAs? ? https://t.co/NyBrHyybqu;Negativo
mó dó de tirar agr :(;Negativo
bebe reizinho fazendo 4 aninhos :(;Negativo
carinha da Camila :(;Negativo
meu deus o meu tio morreu, mesmo eu não sendo proximo dele eu to triste pelo meu pai :(;Negativo
@X95PJM KKKKKKK. Sim. :(;Negativo
quanto mais gente entra na sua vida, mais gente pode sair dela tb... :(;Negativo
alguém me beija :( mas tipo;Negativo
queria sushi/temaki :(;Negativo
@angvalenz Arróbalo cobarde @SamuraiGlam &gt;:( https://t.co/9h3R5mahef;Negativo
@IsabelaSep_ @ArianaGrande obrigado :(;Negativo
a carinha da camila :(;Negativo
Não gosto d viver num mundo q enqndo eu tô com o ar bombando e mta coberta. Tem pessoas na rua passando frio. E catioros correndo rua pra se esquentar. Inverno é mto triste :(;Negativo
@H97JS @251LM Saudade de você também, denguinho. Vem cá, dou colo e e o mô dá carinho procê. :-(;Negativo
Só queria dormir logo, não to aguentando :(;Negativo
quero -muito- trocar meu user, mas ninguém gosta dos meus salvos :( https://t.co/H7noGUCubC;Negativo
60 de Agosto :(;Negativo
@blessmecas sendo q o pingo do i eh um coraçaozinho :(;Negativo
@eaiguh eu sou virjão, só não jogo hoje com você porque tenho que acordar cedo :(, de sexta para sábado e sábado para domingo eu estou livre, vamos jogar kkk;Negativo
@alexsilvx cabou :( queria que tivesse Bey tbm;Negativo
@LeticiaBpt não me chama de falsa, eu não fiz nadaaaa! :( sim miga, vamos aproveitar, inclusive já tô pronta pra gente jantar com onyo no eldorado de novo hahahah;Negativo
@ShawnMendes ai eu amo tanto você :(;Negativo
@ViniciusSiigs Vc n vai? :(;Negativo
Fila do pão — não compro pão então não sei, desculpa :( https://t.co/3lNDxKJjtz;Negativo
Olha... Não vou negar. Como fã, sempre estarei aqui pronto pra surtar e apoiar os novos caminhos, mas é impossível omitir o quanto as coisas mudaram :( A mulher inventou a interação com fã e esqueceu no churrasco. https://t.co/scFOZGqcAn;Negativo
@SafoDaResenha n me chama assim :(;Negativo
@otthersidde o filme que não teve o reconhecimento que merecia :(;Negativo
O que você sente mais falta? — do bolt :( https://t.co/hJxE3rpONS;Negativo
Ostentação...eu só queria um desses... Tem uns 6k em pneu aí :( https://t.co/WQ9GSAmWNl;Negativo
mas vc sabe q eu te amo ne @ornitorrigu :(;Negativo
@CVTVNI Pse acho q nmg gosta de mim realmente e só do meu post :(;Negativo
Eu não ia participar :( https://t.co/OoPMuKow49;Negativo
o rugge super feliz no story ai gente sou tão apaixonado :(;Negativo
@MadonnaOnline_ Não do look... :(;Negativo
o jeito que a gente fala da camila parece q ta falando da Anahi ai amo tanto a mãe e a filha :( https://t.co/z9PjaUobDL;Negativo
na aula eu pensei umas 15 vezes em trancar a faculdade :(((;Negativo
preciso voltar a dançar. começar o balé foi a melhor coisa que já fiz na vida e parar foi a pior :(;Negativo
@nicolycavinatto a minha já foi :(;Negativo
queria tanto ter uma melhor amiga :((;Negativo
Ai é vacilo comigo, me esforcei pra pensar naquela :( hahaha — Foi bem elaborada,, mas preciso pensar no custo oportunidade de alocação do meu trabalho/esforço/... https://t.co/pD8tpn2ayN;Negativo
Meu CR ficou 8,4 :(;Negativo
Dessa vez não foi rápido :( kk o que você mais gosta de comer? — Muitas coisas https://t.co/hkeHUQrdtF;Negativo
to com sdd ja :(;Negativo
não quero ir pra escola :(;Negativo
Eu pediria :(((;Negativo
@sorahed ele seria mais lindo ainda ao lado da mel :(;Negativo
adoro tanto a ana luiza e a victoria :(;Negativo
@camilammacedo @marcooscabral sober é tudo :(;Negativo
@Gabrielyksks não é isso que vc está pensando, amor :(;Negativo
necesito mimos para dormir :(;Negativo
Bah, cara, alguém me diz que isso é zuera, pegadinha, algo assim... :( https://t.co/T981j5qTUH;Negativo
tlg meu dia tava tao merda e ai dps da live e etc eu fiquei mt melhor eu amo um andré felipe meiaum :(;Negativo
E pra ajudar Mari sem celular :(;Negativo
esse tweet já estava fixado no meu perfil um tempinho e daqui adiante será fixado na mh vida.. Nunca vou me esquecer dessa viagem, e de quem pude conhecer.. Junior vive :( https://t.co/vrwHi9s0Jk;Negativo
meu amor :( https://t.co/ObDx57O2Hj;Negativo
57~"bem melhor" ultima att hoje :( https://t.co/LquZpTr0oe;Negativo
Será que nenhuma alma boa quer me emprestar uma conta de Netflix? Eu só quero assistir um filme rapidão :(;Negativo
Porra, esse Gab é chatão... :(;Negativo
gente voces sabiam que a @brunamjoonx nem existe serioooo eu nem sei o que dizer pras coisinhas que ela faz de tao lindinhas e preciosas :((( ?? https://t.co/2JrCZUAXAw;Negativo
